Date,Sentiment Score
24-08-2015,0
25-08-2015,0
26-08-2015,0
27-08-2015,0
28-08-2015,0
29-08-2015,0
30-08-2015,0
31-08-2015,0
01-09-2015,0
02-09-2015,0
03-09-2015,0
04-09-2015,0
05-09-2015,0
06-09-2015,0
07-09-2015,0
08-09-2015,0
09-09-2015,0
10-09-2015,0
11-09-2015,0
12-09-2015,0
13-09-2015,0
14-09-2015,0.9872
15-09-2015,0
16-09-2015,0
17-09-2015,0
18-09-2015,0
19-09-2015,0
20-09-2015,0
21-09-2015,-0.6137
22-09-2015,0
23-09-2015,0
24-09-2015,7.1324
25-09-2015,0
26-09-2015,41.8188
27-09-2015,0
28-09-2015,0
29-09-2015,0
30-09-2015,0
01-10-2015,0
02-10-2015,0
03-10-2015,0
04-10-2015,0
05-10-2015,0
06-10-2015,0
07-10-2015,3.4957
08-10-2015,0
09-10-2015,0
10-10-2015,0
11-10-2015,0
12-10-2015,0
13-10-2015,0
14-10-2015,0
15-10-2015,0
16-10-2015,0.4215
17-10-2015,0
18-10-2015,0.0519
19-10-2015,0
20-10-2015,0
21-10-2015,0
22-10-2015,0
23-10-2015,0
24-10-2015,0
25-10-2015,0
26-10-2015,0
27-10-2015,0
28-10-2015,0
29-10-2015,0
30-10-2015,0
31-10-2015,0.6838
01-11-2015,0
02-11-2015,0
03-11-2015,0
04-11-2015,0
05-11-2015,0
06-11-2015,0
07-11-2015,0
08-11-2015,0
09-11-2015,0
10-11-2015,0
11-11-2015,0
12-11-2015,0
13-11-2015,0
14-11-2015,0
15-11-2015,0
16-11-2015,0
17-11-2015,0
18-11-2015,0
19-11-2015,0
20-11-2015,0
21-11-2015,0
22-11-2015,0
23-11-2015,0
24-11-2015,0
25-11-2015,0
26-11-2015,0
27-11-2015,0
28-11-2015,0
29-11-2015,0
30-11-2015,0
01-12-2015,0
02-12-2015,0
03-12-2015,0
04-12-2015,0
05-12-2015,0
06-12-2015,0
07-12-2015,0
08-12-2015,0
09-12-2015,0
10-12-2015,5.4956
11-12-2015,0
12-12-2015,0
13-12-2015,4.1108
14-12-2015,0
15-12-2015,0
16-12-2015,0
17-12-2015,0.8885
18-12-2015,0
19-12-2015,0
20-12-2015,0
21-12-2015,0
22-12-2015,0
23-12-2015,0
24-12-2015,4.792
25-12-2015,0
26-12-2015,0
27-12-2015,0
28-12-2015,0
29-12-2015,0
30-12-2015,0
31-12-2015,6.5471
01-01-2016,0
02-01-2016,0
03-01-2016,0
04-01-2016,0
05-01-2016,0.4215
06-01-2016,0
07-01-2016,0
08-01-2016,0
09-01-2016,0
10-01-2016,0
11-01-2016,0
12-01-2016,0
13-01-2016,0
14-01-2016,0.4617
15-01-2016,0
16-01-2016,1.0263
17-01-2016,0
18-01-2016,0
19-01-2016,0
20-01-2016,0
21-01-2016,0
22-01-2016,0
23-01-2016,0
24-01-2016,0
25-01-2016,0
26-01-2016,0
27-01-2016,0
28-01-2016,0
29-01-2016,0
30-01-2016,0
31-01-2016,0
01-02-2016,0
02-02-2016,0
03-02-2016,0
04-02-2016,0.7003
05-02-2016,0
06-02-2016,0
07-02-2016,0
08-02-2016,0
09-02-2016,0
10-02-2016,0
11-02-2016,0
12-02-2016,0
13-02-2016,0
14-02-2016,0
15-02-2016,0
16-02-2016,0
17-02-2016,0
18-02-2016,0
19-02-2016,1.1088
20-02-2016,-0.3472
21-02-2016,0
22-02-2016,0
23-02-2016,0
24-02-2016,0
25-02-2016,0
26-02-2016,0
27-02-2016,0
28-02-2016,0
29-02-2016,0
01-03-2016,0
02-03-2016,0
03-03-2016,0
04-03-2016,0
05-03-2016,0
06-03-2016,0
07-03-2016,0
08-03-2016,0
09-03-2016,0
10-03-2016,0
11-03-2016,0
12-03-2016,0
13-03-2016,0
14-03-2016,0
15-03-2016,0
16-03-2016,0
17-03-2016,0.1139
18-03-2016,0
19-03-2016,0.7096
20-03-2016,0
21-03-2016,0.2417
22-03-2016,0
23-03-2016,0
24-03-2016,0
25-03-2016,0
26-03-2016,0
27-03-2016,0
28-03-2016,0
29-03-2016,5.168
30-03-2016,0
31-03-2016,0
01-04-2016,0
02-04-2016,0
03-04-2016,0
04-04-2016,0
05-04-2016,0
06-04-2016,0
07-04-2016,7.5269
08-04-2016,0
09-04-2016,0
10-04-2016,0
11-04-2016,0
12-04-2016,0
13-04-2016,0
14-04-2016,0
15-04-2016,0.8979
16-04-2016,0
17-04-2016,0
18-04-2016,0
19-04-2016,0
20-04-2016,0
21-04-2016,0
22-04-2016,0
23-04-2016,0
24-04-2016,0
25-04-2016,0
26-04-2016,0
27-04-2016,0
28-04-2016,0
29-04-2016,0
30-04-2016,0
01-05-2016,0.3818
02-05-2016,0
03-05-2016,0
04-05-2016,0
05-05-2016,0
06-05-2016,0
07-05-2016,0
08-05-2016,0
09-05-2016,0
10-05-2016,0
11-05-2016,1.508
12-05-2016,0
13-05-2016,0
14-05-2016,0
15-05-2016,0
16-05-2016,0
17-05-2016,0
18-05-2016,0
19-05-2016,0
20-05-2016,0
21-05-2016,0
22-05-2016,0
23-05-2016,0
24-05-2016,0
25-05-2016,0
26-05-2016,0
27-05-2016,0.3685
28-05-2016,0
29-05-2016,0
30-05-2016,0
31-05-2016,0
01-06-2016,0
02-06-2016,0
03-06-2016,0
04-06-2016,0
05-06-2016,0
06-06-2016,-0.5267
07-06-2016,0
08-06-2016,0
09-06-2016,0
10-06-2016,0
11-06-2016,0
12-06-2016,0
13-06-2016,0
14-06-2016,0
15-06-2016,0
16-06-2016,0
17-06-2016,0
18-06-2016,0
19-06-2016,0
20-06-2016,0
21-06-2016,0
22-06-2016,0
23-06-2016,0
24-06-2016,0
25-06-2016,0
26-06-2016,0
27-06-2016,0
28-06-2016,0
29-06-2016,0
30-06-2016,0
01-07-2016,0
02-07-2016,0
03-07-2016,0
04-07-2016,0
05-07-2016,0
06-07-2016,0
07-07-2016,0
08-07-2016,0
09-07-2016,0
10-07-2016,0
11-07-2016,0
12-07-2016,0.5374
13-07-2016,0
14-07-2016,0
15-07-2016,0
16-07-2016,0
17-07-2016,0
18-07-2016,-0.1779
19-07-2016,0
20-07-2016,0
21-07-2016,0
22-07-2016,0
23-07-2016,0
24-07-2016,0
25-07-2016,0
26-07-2016,0
27-07-2016,2.8102
28-07-2016,0
29-07-2016,0
30-07-2016,0.6808
31-07-2016,0
01-08-2016,0
02-08-2016,0
03-08-2016,4.423
04-08-2016,0
05-08-2016,0
06-08-2016,-0.0772
07-08-2016,0
08-08-2016,0
09-08-2016,0
10-08-2016,0
11-08-2016,0
12-08-2016,0.8074
13-08-2016,0
14-08-2016,0
15-08-2016,0
16-08-2016,0
17-08-2016,0
18-08-2016,0
19-08-2016,0
20-08-2016,0
21-08-2016,0
22-08-2016,0
23-08-2016,0
24-08-2016,0
25-08-2016,0
26-08-2016,0
27-08-2016,0.802
28-08-2016,0
29-08-2016,0
30-08-2016,0
31-08-2016,0
01-09-2016,0
02-09-2016,0
03-09-2016,0
04-09-2016,0
05-09-2016,0
06-09-2016,0.8617
07-09-2016,0
08-09-2016,0
09-09-2016,0
10-09-2016,0
11-09-2016,0
12-09-2016,5.3239
13-09-2016,0
14-09-2016,4.4413
15-09-2016,0
16-09-2016,0
17-09-2016,0
18-09-2016,0
19-09-2016,0
20-09-2016,0
21-09-2016,0
22-09-2016,0
23-09-2016,0
24-09-2016,0
25-09-2016,0
26-09-2016,0
27-09-2016,0
28-09-2016,0
29-09-2016,0
30-09-2016,0
01-10-2016,0
02-10-2016,0
03-10-2016,56.8868
04-10-2016,0
05-10-2016,0
06-10-2016,0
07-10-2016,0
08-10-2016,0
09-10-2016,0
10-10-2016,0
11-10-2016,0
12-10-2016,0
13-10-2016,0
14-10-2016,0
15-10-2016,0
16-10-2016,0
17-10-2016,0
18-10-2016,0
19-10-2016,0
20-10-2016,0
21-10-2016,0
22-10-2016,0
23-10-2016,0
24-10-2016,0
25-10-2016,0
26-10-2016,0
27-10-2016,0
28-10-2016,0
29-10-2016,0
30-10-2016,0
31-10-2016,0
01-11-2016,0
02-11-2016,0
03-11-2016,0
04-11-2016,0
05-11-2016,0.8176
06-11-2016,0
07-11-2016,0
08-11-2016,0
09-11-2016,0
10-11-2016,-1.7134
11-11-2016,0
12-11-2016,0
13-11-2016,0
14-11-2016,4.7936
15-11-2016,0
16-11-2016,0
17-11-2016,1.8391
18-11-2016,0
19-11-2016,0
20-11-2016,0
21-11-2016,0
22-11-2016,0
23-11-2016,0
24-11-2016,0
25-11-2016,0
26-11-2016,0
27-11-2016,0
28-11-2016,0
29-11-2016,0
30-11-2016,0
01-12-2016,0
02-12-2016,0
03-12-2016,0
04-12-2016,1.7476
05-12-2016,0
06-12-2016,0
07-12-2016,0
08-12-2016,0
09-12-2016,0.4939
10-12-2016,0
11-12-2016,0
12-12-2016,1.4774
13-12-2016,0
14-12-2016,0
15-12-2016,0
16-12-2016,0
17-12-2016,0
18-12-2016,0
19-12-2016,0
20-12-2016,0
21-12-2016,0
22-12-2016,0
23-12-2016,0
24-12-2016,0
25-12-2016,0
26-12-2016,0
27-12-2016,0
28-12-2016,0
29-12-2016,0
30-12-2016,0
31-12-2016,0
01-01-2017,0
02-01-2017,0
03-01-2017,0
04-01-2017,0
05-01-2017,1.379
06-01-2017,0
07-01-2017,13.7894
08-01-2017,0
09-01-2017,0
10-01-2017,0
11-01-2017,0
12-01-2017,0
13-01-2017,0
14-01-2017,14.8974
15-01-2017,0
16-01-2017,4.2506
17-01-2017,0
18-01-2017,0
19-01-2017,0
20-01-2017,-1.1944
21-01-2017,0
22-01-2017,0
23-01-2017,0
24-01-2017,1.2827
25-01-2017,0
26-01-2017,0
27-01-2017,0
28-01-2017,0
29-01-2017,0
30-01-2017,0
31-01-2017,0
01-02-2017,0
02-02-2017,0
03-02-2017,0
04-02-2017,0
05-02-2017,0.8441
06-02-2017,0
07-02-2017,0
08-02-2017,0
09-02-2017,0
10-02-2017,0
11-02-2017,0
12-02-2017,2.2197
13-02-2017,0
14-02-2017,0
15-02-2017,0
16-02-2017,0
17-02-2017,0
18-02-2017,0
19-02-2017,0
20-02-2017,0
21-02-2017,0
22-02-2017,0
23-02-2017,0
24-02-2017,0
25-02-2017,0
26-02-2017,0
27-02-2017,0
28-02-2017,0
01-03-2017,0
02-03-2017,0
03-03-2017,0
04-03-2017,0
05-03-2017,0
06-03-2017,0
07-03-2017,0
08-03-2017,0
09-03-2017,0
10-03-2017,0
11-03-2017,0
12-03-2017,0
13-03-2017,0
14-03-2017,0
15-03-2017,1.4061
16-03-2017,0
17-03-2017,0
18-03-2017,0
19-03-2017,0
20-03-2017,0
21-03-2017,0
22-03-2017,0
23-03-2017,0
24-03-2017,0
25-03-2017,0
26-03-2017,0
27-03-2017,0
28-03-2017,0
29-03-2017,0
30-03-2017,0
31-03-2017,2.8205
01-04-2017,0
02-04-2017,0
03-04-2017,0
04-04-2017,0
05-04-2017,0
06-04-2017,0
07-04-2017,0
08-04-2017,0
09-04-2017,0
10-04-2017,-0.1531
11-04-2017,0
12-04-2017,0
13-04-2017,0
14-04-2017,0
15-04-2017,0
16-04-2017,0
17-04-2017,0
18-04-2017,0
19-04-2017,0
20-04-2017,0
21-04-2017,0
22-04-2017,0
23-04-2017,0
24-04-2017,0
25-04-2017,0
26-04-2017,1.2919
27-04-2017,0
28-04-2017,0
29-04-2017,0
30-04-2017,0
01-05-2017,0
02-05-2017,5.7973
03-05-2017,1.8935
04-05-2017,0
05-05-2017,0
06-05-2017,0
07-05-2017,0
08-05-2017,0
09-05-2017,0
10-05-2017,0
11-05-2017,0
12-05-2017,0
13-05-2017,0
14-05-2017,0
15-05-2017,0
16-05-2017,9.5055
17-05-2017,0
18-05-2017,0
19-05-2017,0
20-05-2017,0
21-05-2017,0
22-05-2017,0
23-05-2017,0
24-05-2017,0
25-05-2017,11.1894
26-05-2017,0
27-05-2017,0
28-05-2017,0
29-05-2017,0
30-05-2017,0
31-05-2017,0
01-06-2017,0
02-06-2017,0
03-06-2017,0
04-06-2017,0
05-06-2017,0
06-06-2017,0
07-06-2017,0
08-06-2017,0
09-06-2017,0
10-06-2017,0
11-06-2017,0
12-06-2017,0
13-06-2017,0
14-06-2017,0
15-06-2017,0
16-06-2017,0
17-06-2017,0
18-06-2017,0.8442
19-06-2017,0
20-06-2017,-0.0507
21-06-2017,1.2887
22-06-2017,8.2558
23-06-2017,0
24-06-2017,0
25-06-2017,0
26-06-2017,0.6744
27-06-2017,0
28-06-2017,0
29-06-2017,0
30-06-2017,0
01-07-2017,-9.7074
02-07-2017,0
03-07-2017,0
04-07-2017,0
05-07-2017,0
06-07-2017,0
07-07-2017,6.6974
08-07-2017,0
09-07-2017,0
10-07-2017,0
11-07-2017,0
12-07-2017,0
13-07-2017,0
14-07-2017,0
15-07-2017,0
16-07-2017,0
17-07-2017,0
18-07-2017,0.8126
19-07-2017,4.4335
20-07-2017,0
21-07-2017,0
22-07-2017,0
23-07-2017,0
24-07-2017,0
25-07-2017,0
26-07-2017,0
27-07-2017,0
28-07-2017,0
29-07-2017,-1.4468
30-07-2017,0
31-07-2017,0
01-08-2017,2.2414
02-08-2017,0
03-08-2017,23.2011
04-08-2017,8.4737
05-08-2017,11.5954
06-08-2017,0.8974
07-08-2017,0
08-08-2017,0
09-08-2017,0
10-08-2017,0
11-08-2017,50.9766
12-08-2017,0
13-08-2017,0
14-08-2017,0
15-08-2017,15.6776
16-08-2017,0
17-08-2017,-0.6808
18-08-2017,0
19-08-2017,0
20-08-2017,0
21-08-2017,0
22-08-2017,0.3041
23-08-2017,5.2286
24-08-2017,0
25-08-2017,0
26-08-2017,0
27-08-2017,0
28-08-2017,5.8357
29-08-2017,0
30-08-2017,0.4166
31-08-2017,0
01-09-2017,0
02-09-2017,0
03-09-2017,0.25
04-09-2017,12.3573
05-09-2017,0
06-09-2017,0
07-09-2017,1.3942
08-09-2017,4.9968
09-09-2017,0
10-09-2017,0
11-09-2017,0
12-09-2017,0
13-09-2017,0
14-09-2017,0
15-09-2017,2.8208
16-09-2017,0
17-09-2017,0
18-09-2017,0.5859
19-09-2017,6.9506
20-09-2017,0
21-09-2017,3.3296
22-09-2017,0
23-09-2017,0
24-09-2017,0
25-09-2017,0
26-09-2017,30.8091
27-09-2017,0
28-09-2017,-0.2134
29-09-2017,0
30-09-2017,2.7117
01-10-2017,0
02-10-2017,0
03-10-2017,0
04-10-2017,0
05-10-2017,0.8016
06-10-2017,0
07-10-2017,0
08-10-2017,0
09-10-2017,0
10-10-2017,0
11-10-2017,153.6839
12-10-2017,0
13-10-2017,-0.4622
14-10-2017,11.0275
15-10-2017,0
16-10-2017,0
17-10-2017,0
18-10-2017,0
19-10-2017,0
20-10-2017,0
21-10-2017,0
22-10-2017,0
23-10-2017,0.4404
24-10-2017,0
25-10-2017,0
26-10-2017,0
27-10-2017,2.6847
28-10-2017,0
29-10-2017,0
30-10-2017,0
31-10-2017,0
01-11-2017,0
02-11-2017,0
03-11-2017,0
04-11-2017,0
05-11-2017,0
06-11-2017,0
07-11-2017,-0.1531
08-11-2017,0
09-11-2017,4.9361
10-11-2017,0
11-11-2017,0
12-11-2017,0
13-11-2017,0
14-11-2017,0
15-11-2017,0
16-11-2017,0
17-11-2017,0
18-11-2017,0
19-11-2017,0
20-11-2017,0
21-11-2017,16.4721
22-11-2017,0
23-11-2017,0
24-11-2017,0
25-11-2017,0
26-11-2017,0.7783
27-11-2017,0
28-11-2017,0
29-11-2017,12.3496
30-11-2017,0.5256
01-12-2017,-0.0591
02-12-2017,0
03-12-2017,13.2339
04-12-2017,0
05-12-2017,0
06-12-2017,0
07-12-2017,0
08-12-2017,1.1038
09-12-2017,0
10-12-2017,0
11-12-2017,0
12-12-2017,0
13-12-2017,0
14-12-2017,0
15-12-2017,0
16-12-2017,0
17-12-2017,0
18-12-2017,0.1531
19-12-2017,0
20-12-2017,37.6963
21-12-2017,1.8994
22-12-2017,0
23-12-2017,0.5574
24-12-2017,0.7184
25-12-2017,0
26-12-2017,0.7269
27-12-2017,0
28-12-2017,0
29-12-2017,0
30-12-2017,2.8662
31-12-2017,0
01-01-2018,22.0557
02-01-2018,0
03-01-2018,0.5106
04-01-2018,-0.4767
05-01-2018,0
06-01-2018,0
07-01-2018,0.3612
08-01-2018,0.424
09-01-2018,0
10-01-2018,0
11-01-2018,0
12-01-2018,0
13-01-2018,2.2244
14-01-2018,0
15-01-2018,0
16-01-2018,0
17-01-2018,0
18-01-2018,22.7807
19-01-2018,0
20-01-2018,1.0198
21-01-2018,0
22-01-2018,0
23-01-2018,1.7581
24-01-2018,0
25-01-2018,0
26-01-2018,-0.4404
27-01-2018,0.5267
28-01-2018,0
29-01-2018,38.9084
30-01-2018,0
31-01-2018,0
01-02-2018,0
02-02-2018,0
03-02-2018,0
04-02-2018,0
05-02-2018,0.34
06-02-2018,0
07-02-2018,0
08-02-2018,0
09-02-2018,1.8562
10-02-2018,-0.743
11-02-2018,0
12-02-2018,0
13-02-2018,0
14-02-2018,4.1732
15-02-2018,0
16-02-2018,0
17-02-2018,0
18-02-2018,0
19-02-2018,0
20-02-2018,0
21-02-2018,0
22-02-2018,0
23-02-2018,0
24-02-2018,0.1027
25-02-2018,0
26-02-2018,1.0504
27-02-2018,0
28-02-2018,-88.711
01-03-2018,0
02-03-2018,1.6518
03-03-2018,0
04-03-2018,0
05-03-2018,0
06-03-2018,83.0394
07-03-2018,0
08-03-2018,0
09-03-2018,0
10-03-2018,0
11-03-2018,6.9841
12-03-2018,0
13-03-2018,0
14-03-2018,0
15-03-2018,0
16-03-2018,0
17-03-2018,0
18-03-2018,0
19-03-2018,0
20-03-2018,1.6232
21-03-2018,0
22-03-2018,1.0768
23-03-2018,0
24-03-2018,0
25-03-2018,0
26-03-2018,0.6249
27-03-2018,35.2519
28-03-2018,0
29-03-2018,0
30-03-2018,0
31-03-2018,0
01-04-2018,0
02-04-2018,0
03-04-2018,-0.2732
04-04-2018,0
05-04-2018,0
06-04-2018,0
07-04-2018,0
08-04-2018,0
09-04-2018,0
10-04-2018,0
11-04-2018,0.3596
12-04-2018,0
13-04-2018,0
14-04-2018,0
15-04-2018,0
16-04-2018,0
17-04-2018,0
18-04-2018,0
19-04-2018,0.4215
20-04-2018,0.4939
21-04-2018,0
22-04-2018,0
23-04-2018,0
24-04-2018,0.3832
25-04-2018,38.124
26-04-2018,0
27-04-2018,7.5992
28-04-2018,0
29-04-2018,0
30-04-2018,0
01-05-2018,0
02-05-2018,0
03-05-2018,0
04-05-2018,0
05-05-2018,0
06-05-2018,0
07-05-2018,0.7906
08-05-2018,0.2154
09-05-2018,0
10-05-2018,0
11-05-2018,0
12-05-2018,0
13-05-2018,0
14-05-2018,0
15-05-2018,0
16-05-2018,0
17-05-2018,0
18-05-2018,-0.2924
19-05-2018,0.3278
20-05-2018,0
21-05-2018,0.0552
22-05-2018,0
23-05-2018,-0.7355
24-05-2018,3.9087
25-05-2018,4.8209
26-05-2018,0
27-05-2018,0
28-05-2018,0
29-05-2018,0
30-05-2018,0
31-05-2018,0
01-06-2018,0
02-06-2018,0
03-06-2018,6.6803
04-06-2018,0
05-06-2018,0
06-06-2018,0.6597
07-06-2018,0
08-06-2018,0
09-06-2018,0
10-06-2018,0
11-06-2018,-0.5563
12-06-2018,6.2157
13-06-2018,0
14-06-2018,0
15-06-2018,3.0722
16-06-2018,0
17-06-2018,0
18-06-2018,0
19-06-2018,0
20-06-2018,0
21-06-2018,0
22-06-2018,0
23-06-2018,0
24-06-2018,0
25-06-2018,0
26-06-2018,0
27-06-2018,0
28-06-2018,10.9199
29-06-2018,0
30-06-2018,0
01-07-2018,0
02-07-2018,0
03-07-2018,0
04-07-2018,0
05-07-2018,0.4927
06-07-2018,0
07-07-2018,0
08-07-2018,0
09-07-2018,0
10-07-2018,0
11-07-2018,0
12-07-2018,0
13-07-2018,0
14-07-2018,0
15-07-2018,0
16-07-2018,0
17-07-2018,0
18-07-2018,0
19-07-2018,0
20-07-2018,0
21-07-2018,0
22-07-2018,0
23-07-2018,0
24-07-2018,0
25-07-2018,0
26-07-2018,0
27-07-2018,8.2208
28-07-2018,0
29-07-2018,0.3612
30-07-2018,0
31-07-2018,0
01-08-2018,0
02-08-2018,0
03-08-2018,1.2083
04-08-2018,0
05-08-2018,0
06-08-2018,0
07-08-2018,0
08-08-2018,0
09-08-2018,0
10-08-2018,0
11-08-2018,0.4588
12-08-2018,0
13-08-2018,0
14-08-2018,0
15-08-2018,0
16-08-2018,0
17-08-2018,0
18-08-2018,0
19-08-2018,0
20-08-2018,0
21-08-2018,0
22-08-2018,0
23-08-2018,0
24-08-2018,2.1335
25-08-2018,0
26-08-2018,2.2375
27-08-2018,0
28-08-2018,0
29-08-2018,0
30-08-2018,0
31-08-2018,0
01-09-2018,0
02-09-2018,0
03-09-2018,0
04-09-2018,0
05-09-2018,0
06-09-2018,1.0862
07-09-2018,0
08-09-2018,0
09-09-2018,0
10-09-2018,3.7691
11-09-2018,0
12-09-2018,-0.4928
13-09-2018,-0.296
14-09-2018,0
15-09-2018,0
16-09-2018,-0.0682
17-09-2018,0
18-09-2018,3.1503
19-09-2018,0
20-09-2018,0
21-09-2018,0
22-09-2018,0
23-09-2018,0
24-09-2018,0
25-09-2018,0
26-09-2018,0
27-09-2018,0
28-09-2018,0
29-09-2018,0
30-09-2018,0
01-10-2018,0
02-10-2018,0
03-10-2018,0
04-10-2018,0
05-10-2018,0
06-10-2018,0
07-10-2018,0
08-10-2018,0
09-10-2018,0
10-10-2018,0
11-10-2018,0
12-10-2018,0
13-10-2018,0
14-10-2018,0
15-10-2018,0
16-10-2018,0
17-10-2018,0.8086
18-10-2018,0
19-10-2018,0
20-10-2018,0
21-10-2018,0
22-10-2018,0
23-10-2018,10.5889
24-10-2018,0
25-10-2018,0
26-10-2018,0
27-10-2018,0
28-10-2018,0
29-10-2018,0
30-10-2018,0
31-10-2018,0
01-11-2018,-1.9085
02-11-2018,0
03-11-2018,0
04-11-2018,0
05-11-2018,0
06-11-2018,0
07-11-2018,0
08-11-2018,0
09-11-2018,0
10-11-2018,1.5693
11-11-2018,0
12-11-2018,0
13-11-2018,0
14-11-2018,0
15-11-2018,0
16-11-2018,0
17-11-2018,0
18-11-2018,0
19-11-2018,0
20-11-2018,2.6005
21-11-2018,0.2732
22-11-2018,0
23-11-2018,0
24-11-2018,0
25-11-2018,0
26-11-2018,0
27-11-2018,0
28-11-2018,0
29-11-2018,8.6889
30-11-2018,0
01-12-2018,0
02-12-2018,0
03-12-2018,7.1784
04-12-2018,0
05-12-2018,35.0517
06-12-2018,0
07-12-2018,0
08-12-2018,31.7534
09-12-2018,0
10-12-2018,0
11-12-2018,0
12-12-2018,0
13-12-2018,0
14-12-2018,0
15-12-2018,0
16-12-2018,0
17-12-2018,0
18-12-2018,0
19-12-2018,0.9188
20-12-2018,0
21-12-2018,0
22-12-2018,0
23-12-2018,0
24-12-2018,0
25-12-2018,0
26-12-2018,0
27-12-2018,9.8497
28-12-2018,0
29-12-2018,0
30-12-2018,0
31-12-2018,12.3899
01-01-2019,0
02-01-2019,-0.5574
03-01-2019,0
04-01-2019,0
05-01-2019,0
06-01-2019,0
07-01-2019,0
08-01-2019,2.1273
09-01-2019,0
10-01-2019,0
11-01-2019,0
12-01-2019,0
13-01-2019,0
14-01-2019,0
15-01-2019,0
16-01-2019,0.9136
17-01-2019,0
18-01-2019,0
19-01-2019,0
