"Date","Hash Rate","Average Transaction Fees"
"2022-04-27","442.3807672768058","0.014645216052199976"
"2022-04-26","492.5562763007029","0.01449589172448345"
"2022-04-25","472.0170596224684","0.015292374993492128"
"2022-04-24","503.76648048371686","0.013402252851059141"
"2022-04-23","465.7775333833651","0.014433142523207734"
"2022-04-22","486.43399545858784","0.012917104978638719"
"2022-04-21","473.3889744649457","0.014430533183422788"
"2022-04-20","476.6936074137051","0.015062831247969992"
"2022-04-19","484.12903630708814","0.016331993924936374"
"2022-04-18","462.4356076235651","0.015798753652992253"
"2022-04-17","474.24202794984063","0.015208670782087673"
"2022-04-16","497.5790692661008","0.015951288593905145"
"2022-04-15","463.2952596966371","0.015048364687231258"
"2022-04-14","488.45179601512905","0.01594343157812392"
"2022-04-13","493.4106943077091","0.014731741823450304"
"2022-04-12","454.56596721310524","0.014137896324966367"
"2022-04-11","476.8989444285033","0.02016420076025865"
"2022-04-10","476.110480002757","0.01648890301150375"
"2022-04-09","487.46575760653246","0.017765205203022827"
"2022-04-08","469.2892882353803","0.014021571898914667"
"2022-04-07","467.05338186053973","0.016790959883985004"
"2022-04-06","451.9057046634115","0.017196342206206874"
"2022-04-05","489.7748976562321","0.017573775744101443"
"2022-04-04","469.0825202934563","0.018274121061264734"
"2022-04-03","506.0613074081871","0.0188697118167413"
"2022-04-02","484.9428293764943","0.017712611853697446"
"2022-04-01","445.0526107819017","0.017327731415231442"
"2022-03-31","465.8175742609896","0.0204353353372343"
"2022-03-30","425.01041428381797","0.021599578632702968"
"2022-03-29","459.6580025252947","0.0198586676569722"
"2022-03-28","458.882661715774","0.021353625872017567"
"2022-03-27","434.75647661214913","0.020956560902213265"
"2022-03-26","440.8369828558168","0.021227787504417426"
"2022-03-25","454.2765120542859","0.019906300560111435"
"2022-03-24","429.96328902457066","0.020234261127537036"
"2022-03-23","447.9095842430639","0.0196344305775036"
"2022-03-22","434.4498639059716","0.019920681009537266"
"2022-03-21","431.2874928107811","0.01591432556830663"
"2022-03-20","435.0528731046829","0.018976564790903084"
"2022-03-19","411.4967089627922","0.017039184809543577"
"2022-03-18","421.9018360669068","0.016714974585122704"
"2022-03-17","437.58806519260537","0.017183699821100504"
"2022-03-16","410.38051700750646","0.015819636265683584"
"2022-03-15","439.0995990331613","0.017171946942616124"
"2022-03-14","452.4339343709913","0.014475240418148329"
"2022-03-13","428.675962749681","0.014541965471903331"
"2022-03-12","416.84562313570484","0.015108004057659908"
"2022-03-11","431.628885841449","0.015019594526783867"
"2022-03-10","397.5972539104426","0.014511809867174003"
"2022-03-09","374.1686453196734","0.01593185920655485"
"2022-03-08","410.98761170726453","0.01335189071883062"
"2022-03-07","372.654236721419","0.013775561332273896"
"2022-03-06","422.5261790636236","0.012750232552985262"
"2022-03-05","393.4342113674191","0.013250163119469246"
"2022-03-04","410.0150655206243","0.01318154671845214"
"2022-03-03","399.6000615418721","0.014343127911113595"
"2022-03-02","390.898554349619","0.015841582562376708"
"2022-03-01","402.39655715575634","0.01610180995590616"
"2022-02-28","387.6559791695578","0.015274230179828676"
"2022-02-27","408.8249080763381","0.012296558065578896"
"2022-02-26","366.48705407318437","0.014109239512669446"
"2022-02-25","372.5047797342101","0.013698728427616142"
"2022-02-24","408.0884531989208","0.013660216260799024"
"2022-02-23","367.97128118414025","0.013977681922680238"
"2022-02-22","361.30119635493344","0.014367862560893337"
"2022-02-21","391.6639991675624","0.013857706550835283"
"2022-02-20","390.34969128385853","0.01489608115835661"
"2022-02-19","417.9501757676859","0.02142512284211108"
"2022-02-18","409.4038680817542","0.01709788765095958"
"2022-02-17","373.65986172123854","0.015940335024796175"
"2022-02-16","362.1937645027365","0.018263933441183544"
"2022-02-15","371.0711221782566","0.017790412385177753"
"2022-02-14","401.86385156773713","0.01707898567970775"
"2022-02-13","372.8215891301145","0.02021619359622368"
"2022-02-12","401.1884505680613","0.018762885715925496"
"2022-02-11","361.9289471349322","0.017775747045742155"
"2022-02-10","375.57117488953486","0.0192398943239067"
"2022-02-09","411.27688521856044","0.020013128386976012"
"2022-02-08","403.3378606689686","0.019517639412000715"
"2022-02-07","404.4717907486953","0.01774137924061235"
"2022-02-06","379.57086567886734","0.01738576264617178"
"2022-02-05","368.1298994776272","0.015952778246126537"
"2022-02-04","389.0154665409923","0.016349696556971684"
"2022-02-03","379.7146862248213","0.01424621561208828"
"2022-02-02","376.37212950267985","0.01555355972212596"
"2022-02-01","390.1214223683718","0.016519846727766428"
"2022-01-31","404.7977617714172","0.016304911202838897"
"2022-01-30","376.0701782897603","0.01487589234033872"
"2022-01-29","375.41727909252967","0.014674558109656033"
"2022-01-28","374.8582964575469","0.015088208118196443"
"2022-01-27","392.35324353214173","0.014978466863649738"
"2022-01-26","380.4447553444843","0.01505909770424078"
"2022-01-25","349.6682692568272","0.016680057993723914"
"2022-01-24","364.79698834256675","0.016905149572540034"
"2022-01-23","359.2604404647595","0.015817402964625984"
"2022-01-22","354.672098726181","0.014981305698336785"
"2022-01-21","360.7647876649287","0.016859588925888295"
"2022-01-20","358.2016255005497","0.01875322457691816"
"2022-01-19","358.84241511890684","0.019387920931460554"
"2022-01-18","363.242934869489","0.021202661963869746"
"2022-01-17","370.66839968113624","0.02341699980324445"
"2022-01-16","368.8364318194395","0.022447096711137256"
"2022-01-15","352.9391495161912","0.022566511718839177"
"2022-01-14","345.10987516458533","0.019763724576139886"
"2022-01-13","361.6562386460038","0.019812825185549013"
"2022-01-12","349.2464668858958","0.022279284642590918"
"2022-01-11","356.2524803501274","0.01907350676359513"
"2022-01-10","345.79672198557046","0.01965520259360441"
"2022-01-09","318.51367718161686","0.01854877295124616"
"2022-01-08","345.16222934182645","0.01693127338399907"
"2022-01-07","360.08696287471344","0.017899535821480763"
"2022-01-06","393.8028411654398","0.0185125368026872"
"2022-01-05","348.5092238364302","0.018548460046191945"
"2022-01-04","351.1767429059223","0.021510393285592427"
"2022-01-03","332.5834445934551","0.02108045703125137"
"2022-01-02","368.85409913253216","0.019364853464051108"
"2022-01-01","395.8413166022758","0.019855304931817648"
"2021-12-31","355.53415254071655","0.022514022706249307"
"2021-12-30","350.63867330606047","0.02444981589270156"
"2021-12-29","351.8625422335383","0.023715265385548943"
"2021-12-28","341.28648612201573","0.022673720262217433"
"2021-12-27","360.65184255381706","0.024049506470582634"
"2021-12-26","354.0398894352882","0.022280450455481115"
"2021-12-25","354.44407489850585","0.019836481330747203"
"2021-12-24","338.4813187973831","0.020907024379313813"
"2021-12-23","337.3416517867119","0.020859719410873258"
"2021-12-22","367.54284726295657","0.021410489281461796"
"2021-12-21","326.9717478797115","0.021505214839317874"
"2021-12-20","332.48453151088023","0.021181738533300704"
"2021-12-19","322.0943899011652","0.019937586508191454"
"2021-12-18","335.63859391403895","0.018145419226158515"
"2021-12-17","332.815629972107","0.01884886050251396"
"2021-12-16","326.8618623682976","0.019793863265803492"
"2021-12-15","336.38789190614085","0.021715112390427"
"2021-12-14","334.70582597928853","0.01961764920796863"
"2021-12-13","352.0841191141417","0.020875285099779272"
"2021-12-12","339.4687286657321","0.022593175238948042"
"2021-12-11","340.2270253740371","0.027688279659333476"
"2021-12-10","334.9507791819596","0.02290896828842599"
"2021-12-09","303.9368185074827","0.02483767965024506"
"2021-12-08","339.46190114799356","0.025405500954614454"
"2021-12-07","329.0638182753152","0.02539621294753088"
"2021-12-06","329.63536927554907","0.022665893198983593"
"2021-12-05","326.88382055568206","0.019463183268279487"
"2021-12-04","321.7514264121474","0.020959101265659003"
"2021-12-03","308.2262028630679","0.023975687740505694"
"2021-12-02","326.9065787941629","0.025513089623229162"
"2021-12-01","304.4601867055469","0.02761450496135966"
"2021-11-30","291.3011395490733","0.02945780186290651"
"2021-11-29","303.16896237194123","0.03184586510557318"
"2021-11-28","317.7340193493949","0.030425208566502975"
"2021-11-27","276.99463937067753","0.027860066842134327"
"2021-11-26","279.8504471162691","0.029240629394714408"
"2021-11-25","335.5882929790227","0.027687454432691626"
"2021-11-24","320.4926254157813","0.025570454820324225"
"2021-11-23","321.76466085763025","0.028421015167661406"
"2021-11-22","351.0694609630892","0.028360786586859355"
